cycle,N_p,estimator,current_bias,H2_raw_kg,SOC_end_true,SOC_end_est,SOC_ref_minus_end,H2_eq_kg,SOC_rmse,SOC_open_rmse,s_factor,w_soc,beta_term,soc_deadband,soc_soft_min,w_soc_low,soc_final_tol,w_final_soc,w_pfc_slew,soc_estimator
cltc,50,ekf,2.0,0.10334266658557728,0.572640659573797,0.5711050007568205,0.027359340426203027,0.1656444446261126,0.002442999207404389,0.01159561820368524,130.0,1200.0,5000.0,0.015,0.57,20000.0,0.01,80000.0,0.001,ekf
