cycle,N_p,H2_raw_kg,SOC_end,SOC_delta_ref_minus_end,H2_eq_kg,s_factor,w_soc,beta_term,soc_deadband,soc_soft_min,w_soc_low,soc_final_tol,w_final_soc,w_pfc_slew
wltc,50,0.2432138291251261,0.5761226848215156,0.02387731517848435,0.2975864553390647,130.0,1200.0,5000.0,0.015,0.57,20000.0,0.01,80000.0,0.001
