time,speed_kmh,P_load_kW,P_fc_kW,P_bat_kW,SOC,m_H2_cumul_kg,H2_eq_kg
1073,78.1,11.71906925581083,13.220338983050848,-1.5012697272400182,0.5884440690610063,0.09306587434792468,0.2975864553390647
1074,78.3,12.277703013888882,13.220338983050848,-0.9426359691619659,0.5884675720576995,0.09327288071735143,0.2975864553390647
1075,78.5,12.839101763736478,13.220338983050848,-0.3812372193143698,0.5884823326559645,0.09347988708677818,0.2975864553390647
1076,78.8,12.926354462124682,13.220338983050848,-0.2939845209261662,0.5884883037175155,0.09368689345620493,0.2975864553390647
1077,79.0,12.47679233348574,13.220338983050848,-0.7435466495651077,0.5884929083561923,0.09389389982563168,0.2975864553390647
1078,79.2,12.534112148148205,13.220338983050848,-0.6862268349026426,0.5885045523396576,0.09410090619505843,0.2975864553390647
1079,79.4,13.102172423715906,13.220338983050848,-0.11816655933494147,0.5885152989255943,0.09430791256448517,0.2975864553390647
1080,79.7,13.190741014079416,13.220338983050848,-0.029597968971431854,0.5885171498770865,0.09451491893391192,0.2975864553390647
1081,79.9,13.250032170419914,13.220338983050848,0.02969318736906601,0.5885176135135438,0.09472192530333869,0.2975864553390647
1082,80.2,13.339338281359558,13.220338983050848,0.11899929830870981,0.5885171483745962,0.09492893167276543,0.2975864553390647
1083,80.4,13.399122658436225,12.711864406779661,0.687258251656564,0.5885152842036978,0.09512989630299051,0.2975864553390647
1084,80.7,14.008075231995841,12.711864406779661,1.2962108252161801,0.5885045155972313,0.0953308609332156,0.2975864553390647
1085,81.0,14.100499999999954,12.711864406779661,1.3886355932202932,0.5884842004096242,0.0955318255634407,0.2975864553390647
1086,81.3,13.670611588991779,12.203389830508474,1.467221758483305,0.5884624358334257,0.09572663075824589,0.2975864553390647
1087,81.5,13.73149189576666,11.694915254237287,2.036576641529372,0.5884394387864786,0.09591515534840983,0.2975864553390647
1088,81.8,14.349166492302954,11.694915254237287,2.654251238065667,0.5884075104407424,0.09610367993857376,0.2975864553390647
1089,82.1,14.443246337810566,11.694915254237287,2.7483310835732784,0.5883658881672,0.0962922045287377,0.2975864553390647
1090,82.4,14.53778144977902,11.1864406779661,3.35134077181292,0.5883227888244474,0.09647432373403571,0.2975864553390647
1091,82.7,14.101009088496427,11.1864406779661,2.914568410530327,0.5882702202425358,0.09665644293933372,0.2975864553390647
1092,82.9,14.163305779816348,10.677966101694915,3.4853396781214325,0.5882245105635726,0.09683202822361466,0.2975864553390647
1093,83.2,14.792113480262108,10.169491525423728,4.62262195483838,0.588169836716765,0.09700094714253357,0.2975864553390647
1094,83.5,14.888332135440434,10.169491525423728,4.718840610016706,0.5880972892555284,0.09716986606145249,0.2975864553390647
1095,83.8,14.446176371894532,9.661016949152541,4.785159422741991,0.5880232284331287,0.09733198210240813,0.2975864553390647
1096,84.0,14.509602880658441,9.661016949152541,4.8485859315059,0.5879481242926881,0.09749409814336377,0.2975864553390647
1097,84.3,15.147183435699539,9.152542372881356,5.994641062818182,0.5878720222437356,0.09764927055715689,0.2975864553390647
1098,84.6,14.701126518518524,9.152542372881356,5.548584145637168,0.5877778882663981,0.09780444297094999,0.2975864553390647
1099,84.8,14.765384078036888,8.64406779661017,6.121316281426719,0.5876907735905231,0.09795252659464337,0.2975864553390647
1100,85.1,14.86216243691892,8.64406779661017,6.218094640308751,0.5875946440721187,0.09810061021833676,0.2975864553390647
1101,85.3,14.378460897786217,8.64406779661017,5.734393101176048,0.5874969901573166,0.09824869384203014,0.2975864553390647
