time,speed_kmh,P_load_kW,P_fc_kW,P_bat_kW,SOC_true,SOC_est,SOC_open,m_H2_cumul_kg,H2_eq_kg
723,40.625,13.251851739288913,0.0,13.251851739288913,0.5755226965986058,0.5736354654096734,0.567401054494007,0.0037288794623229976,0.13473220852730938
724,42.5,13.931497854271463,0.0,13.931497854271463,0.5753137736297588,0.5762028665671396,0.5671824887937205,0.0037288794623229976,0.13473220852730938
725,44.375,14.620349979734947,0.0,14.620349979734947,0.5750940712603093,0.5755679521894755,0.5669482356379614,0.0037288794623229976,0.13473220852730938
726,46.25,15.318814263200627,0.0,15.318814263200627,0.5748634368331452,0.5790598561641683,0.5667056322302068,0.0037288794623229976,0.13473220852730938
727,48.125,16.02729685218974,0.0,16.02729685218974,0.5746217109427719,0.5820513589894297,0.5664521264698905,0.0037288794623229976,0.13473220852730938
728,50.0,10.718040313976536,0.0,10.718040313976536,0.5743687274139435,0.5728430906801254,0.5661864609698243,0.0037288794623229976,0.13473220852730938
729,50.0,4.689876733729615,0.0,4.689876733729615,0.5741999077491282,0.5747045232247961,0.5660044375782837,0.0037288794623229976,0.13473220852730938
730,50.0,4.689876733729615,0.0,4.689876733729615,0.5741262154001545,0.5758702022158674,0.5659160514716597,0.0037288794623229976,0.13473220852730938
731,50.0,4.689876733729615,0.0,4.689876733729615,0.5740525225895257,0.5718469501500748,0.5658316321498752,0.0037288794623229976,0.13473220852730938
732,50.0,4.689876733729615,0.0,4.689876733729615,0.573978829317233,0.5713885931109982,0.5657474083866305,0.0037288794623229976,0.13473220852730938
733,50.0,4.689876733729615,0.0,4.689876733729615,0.5739051355832677,0.5744859074085547,0.5656642161066925,0.0037288794623229976,0.13473220852730938
734,50.0,4.689876733729615,0.0,4.689876733729615,0.5738314413876212,0.5749620107134807,0.5655747721763117,0.0037288794623229976,0.13473220852730938
735,50.0,4.689876733729615,0.0,4.689876733729615,0.5737577467302848,0.5751775732174766,0.5654932883052587,0.0037288794623229976,0.13473220852730938
736,50.0,4.689876733729615,0.0,4.689876733729615,0.5736840516112498,0.5727810558927536,0.5654051580987608,0.0037288794623229976,0.13473220852730938
737,50.0,4.689876733729615,0.0,4.689876733729615,0.5736103560305075,0.5734077313329989,0.5653207236768149,0.0037288794623229976,0.13473220852730938
738,50.0,4.689876733729615,0.0,4.689876733729615,0.5735366599880493,0.5750035323782772,0.5652380967963374,0.0037288794623229976,0.13473220852730938
739,50.0,4.689876733729615,0.0,4.689876733729615,0.5734629634838664,0.5749300669324277,0.5651536251481228,0.0037288794623229976,0.13473220852730938
740,50.0,0.0,0.0,0.0,0.5733892665179501,0.5728970571128729,0.5650712823271449,0.0037288794623229976,0.13473220852730938
741,48.125,0.0,0.0,0.0,0.5733892665179501,0.5723779449268195,0.5650581646011509,0.0037288794623229976,0.13473220852730938
742,46.25,0.0,0.0,0.0,0.5733892665179501,0.5721528387222795,0.5650422563682308,0.0037288794623229976,0.13473220852730938
743,44.375,0.0,0.0,0.0,0.5733892665179501,0.5751304805295138,0.5650305211328814,0.0037288794623229976,0.13473220852730938
744,42.5,0.0,0.0,0.0,0.5733892665179501,0.5699063036335078,0.565023349926584,0.0037288794623229976,0.13473220852730938
745,40.625,0.0,0.0,0.0,0.5733892665179501,0.5751816498542668,0.56501647674968,0.0037288794623229976,0.13473220852730938
746,38.75,0.0,0.0,0.0,0.5733892665179501,0.5797997650698458,0.565006898577863,0.0037288794623229976,0.13473220852730938
747,36.875,0.0,0.0,0.0,0.5733892665179501,0.5758203597992422,0.5649973548211926,0.0037288794623229976,0.13473220852730938
748,35.0,0.0,0.0,0.0,0.5733892665179501,0.5787356623989153,0.5649819600713244,0.0037288794623229976,0.13473220852730938
749,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5733892665179501,0.5778256955320482,0.5649651225613893,0.0037288794623229976,0.13473220852730938
750,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5733449125346406,0.5761185695880905,0.5649068128488415,0.0037288794623229976,0.13473220852730938
751,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5733005583843307,0.5729367273721216,0.56484918547332,0.0037288794623229976,0.13473220852730938
752,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5732562040670185,0.5731619537710426,0.5647959928195728,0.0037288794623229976,0.13473220852730938
753,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5732118495827021,0.572172768729945,0.5647409999592079,0.0037288794623229976,0.13473220852730938
754,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5731674949313796,0.5750526212662375,0.5646835997871981,0.0037288794623229976,0.13473220852730938
755,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5731231401130492,0.5771209854174336,0.5646278882830724,0.0037288794623229976,0.13473220852730938
756,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5730787851277089,0.5739185625721,0.5645755935452714,0.0037288794623229976,0.13473220852730938
757,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5730344299753569,0.5690565512319882,0.5645221184549211,0.0037288794623229976,0.13473220852730938
758,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5729900746559913,0.5714901459580827,0.5644668816930161,0.0037288794623229976,0.13473220852730938
759,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5729457191696101,0.573943331666203,0.5644072110684593,0.0037288794623229976,0.13473220852730938
760,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5729013635162116,0.5774828743254401,0.5643545892673505,0.0037288794623229976,0.13473220852730938
761,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5728570076957937,0.5756521764615088,0.5642957305755562,0.0037288794623229976,0.13473220852730938
762,35.0,2.8246589696692577,0.0,2.8246589696692577,0.5728126517083547,0.571522718528769,0.5642408925995028,0.0037288794623229976,0.13473220852730938
763,35.0,0.0,0.0,0.0,0.5727682955538926,0.5748808253768489,0.5641864592416409,0.0037288794623229976,0.13473220852730938
764,31.43,0.0,0.0,0.0,0.5727682955538926,0.5769558095169187,0.5641701131685689,0.0037288794623229976,0.13473220852730938
765,27.86,0.0,0.0,0.0,0.5727682955538926,0.5715188079633675,0.5641603599725183,0.0037288794623229976,0.13473220852730938
766,24.29,0.0,0.0,0.0,0.5727682955538926,0.568327861529705,0.5641488575107214,0.0037288794623229976,0.13473220852730938
767,20.72,0.0,0.0,0.0,0.5727682955538926,0.5710332676750416,0.5641368487115154,0.0037288794623229976,0.13473220852730938
768,17.15,0.0,0.0,0.0,0.5727682955538926,0.5685733577722151,0.5641270321462428,0.0037288794623229976,0.13473220852730938
769,13.58,0.0,0.0,0.0,0.5727682955538926,0.5702293810363595,0.5641144943681691,0.0037288794623229976,0.13473220852730938
770,10.0,0.0,7.627118644067796,-7.627118644067796,0.5727682955538926,0.5653997131819394,0.564106633026046,0.003864095808476844,0.13473220852730938
771,6.7,0.0,0.0,0.0,0.5728875695982384,0.5745429487111643,0.5642148723895725,0.003864095808476844,0.13473220852730938
772,3.4,0.0,0.0,0.0,0.5728875695982384,0.5723567490337301,0.5641991466695321,0.003864095808476844,0.13473220852730938
773,0.0,0.0,0.0,0.0,0.5728875695982384,0.5737901545697431,0.5641897083696997,0.003864095808476844,0.13473220852730938
774,0.0,0.0,0.0,0.0,0.5728875695982384,0.5738584763974945,0.5641813705514752,0.003864095808476844,0.13473220852730938
775,0.0,0.0,0.0,0.0,0.5728875695982384,0.5759943051254929,0.5641681314395908,0.003864095808476844,0.13473220852730938
776,0.0,0.0,0.0,0.0,0.5728875695982384,0.5733934180745034,0.5641572985342477,0.003864095808476844,0.13473220852730938
777,0.0,0.0,0.0,0.0,0.5728875695982384,0.5711524255494659,0.5641486262636554,0.003864095808476844,0.13473220852730938
