t_s,I_A,V_V,SOC_true,SOC_ekf
1710.0,5.0,3.5291130298966733,0.5249999999999994,0.416973429874194
1720.0,5.0,3.527213818240412,0.5222222222222216,0.41432526606388687
1730.0,5.0,3.5253292504849636,0.5194444444444438,0.41165422974039845
1740.0,5.0,3.523458718107574,0.516666666666666,0.40896294798735133
1750.0,5.0,3.521598029275208,0.5138888888888882,0.40625375646399414
1760.0,5.0,3.5197426523243696,0.5111111111111104,0.4035286926271033
1770.0,5.0,3.517896783968701,0.5083333333333326,0.4007898330379343
1780.0,5.0,3.5160604242082014,0.5055555555555549,0.39803913649988476
1790.0,5.0,3.514228490053795,0.5027777777777771,0.39527825497978214
1800.0,5.0,3.5124001612193076,0.49999999999999933,0.3927150608675075
1810.0,5.0,3.5105777026864464,0.49722222222222157,0.3901252249281027
1820.0,5.0,3.5087611144552104,0.4944444444444438,0.3875110943867657
1830.0,5.0,3.5069463046666156,0.4916666666666659,0.38487474515867554
1840.0,5.0,3.505134814520024,0.48888888888888815,0.3822181980091474
1850.0,5.0,3.503327150217337,0.4861111111111104,0.3795433827882275
1860.0,5.0,3.5015226439151306,0.4833333333333325,0.37685209768933875
1870.0,5.0,3.49971343448195,0.48055555555555474,0.3741457406923752
1880.0,5.0,3.497904340184568,0.47777777777777697,0.37142580018526145
1890.0,5.0,3.4960953610229817,0.4749999999999992,0.3686936726640964
1900.0,5.0,3.494285874955496,0.4722222222222213,0.36595064300128244
1910.0,5.0,3.4924741710862257,0.46944444444444355,0.3631978470752147
1920.0,5.0,3.4906607515824035,0.4666666666666658,0.3604363620806866
1930.0,5.0,3.4888452569875072,0.463888888888888,0.3576671768819184
1940.0,5.0,3.4870259356101414,0.46111111111111014,0.35489114223676094
1950.0,5.0,3.4852011891407675,0.45833333333333237,0.3521089817530886
1960.0,5.0,3.4833709867672846,0.4555555555555546,0.34932135762513195
1970.0,5.0,3.4815345364527417,0.45277777777777684,0.34652884453982696
1980.0,5.0,3.4796934083850903,0.44999999999999907,0.34254233257491085
1990.0,5.0,3.4778470813615727,0.4472222222222213,0.3387118646045209
2000.0,5.0,3.4759947884483102,0.44444444444444353,0.3350228495258632
2010.0,5.0,3.4741362184608695,0.44166666666666565,0.33146223312391515
2020.0,5.0,3.4722713294478624,0.4388888888888879,0.3280183137147248
2030.0,5.0,3.4703997273950056,0.4361111111111101,0.32468055828171977
2040.0,5.0,3.4685211393291704,0.43333333333333235,0.3214394655779419
2050.0,5.0,3.4666351439694436,0.43055555555555447,0.3182864371611527
2060.0,5.0,3.4647408338303802,0.4277777777777767,0.3152136510619278
2070.0,5.0,3.46283812408934,0.42499999999999893,0.3122140084859671
2080.0,5.0,3.460926623096311,0.42222222222222117,0.30928104077215457
2090.0,5.0,3.4590064749013942,0.4194444444444433,0.3064088640077581
