Time_s,TrueAngle,TrueAngVel,MeasAngle,EstAngle,EstAngVel,AngleErr,AngVelErr
3.1300,-0.773970,0.017657,-0.952834,-0.835294,-0.152304,-0.061323,-0.169961
3.1400,-0.773794,0.086209,-0.457989,-0.726848,0.211954,0.046946,0.125745
3.1500,-0.772932,0.154680,-0.826332,-0.754223,0.198914,0.018709,0.044234
3.1600,-0.771385,0.223023,-0.753165,-0.752504,0.265172,0.018881,0.042150
3.1700,-0.769155,0.291188,-0.800203,-0.764468,0.293345,0.004687,0.002157
3.1800,-0.766243,0.359128,-0.814776,-0.776988,0.320132,-0.010745,-0.038996
3.1900,-0.762652,0.426795,-0.610742,-0.726463,0.513606,0.036189,0.086811
3.2000,-0.758384,0.494140,-0.703908,-0.716271,0.591597,0.042113,0.097458
3.2100,-0.753442,0.561114,-0.804489,-0.737676,0.583365,0.015766,0.022251
3.2200,-0.747831,0.627668,-0.793561,-0.749755,0.601531,-0.001924,-0.026137
3.2300,-0.741554,0.693753,-0.645952,-0.715360,0.742615,0.026195,0.048862
3.2400,-0.734617,0.759320,-0.885165,-0.759369,0.670664,-0.024752,-0.088656
3.2500,-0.727024,0.824317,-0.817097,-0.771362,0.688232,-0.044338,-0.136085
3.2600,-0.718780,0.888695,-0.669278,-0.736851,0.828806,-0.018071,-0.059889
3.2700,-0.709894,0.952402,-0.670677,-0.711764,0.938195,-0.001870,-0.014206
3.2800,-0.700370,1.015386,-0.569369,-0.663780,1.103057,0.036590,0.087671
3.2900,-0.690216,1.077596,-0.805843,-0.697178,1.045467,-0.006962,-0.032129
3.3000,-0.679440,1.138979,-0.666808,-0.680944,1.122612,-0.001504,-0.016368
3.3100,-0.668050,1.199482,-0.631923,-0.658751,1.212084,0.009299,0.012602
3.3200,-0.656055,1.259051,-0.549478,-0.618439,1.344995,0.037616,0.085943
3.3300,-0.643465,1.317633,-0.642839,-0.615972,1.371701,0.027493,0.054068
3.3400,-0.630288,1.375172,-0.484179,-0.567995,1.516842,0.062293,0.141669
3.3500,-0.616537,1.431615,-0.660685,-0.584120,1.486148,0.032416,0.054533
3.3600,-0.602220,1.486906,-0.511774,-0.552581,1.582404,0.049639,0.095498
3.3700,-0.587351,1.540990,-0.510587,-0.529165,1.652163,0.058186,0.111172
3.3800,-0.571941,1.593812,-0.550162,-0.523527,1.671605,0.048414,0.077793
3.3900,-0.556003,1.645317,-0.593763,-0.532033,1.653147,0.023970,0.007830
3.4000,-0.539550,1.695448,-0.638991,-0.551321,1.607808,-0.011771,-0.087640
3.4100,-0.522596,1.744152,-0.455276,-0.512049,1.718101,0.010547,-0.026051
3.4200,-0.505154,1.791372,-0.481204,-0.490905,1.774782,0.014250,-0.016590
3.4300,-0.487240,1.837056,-0.338338,-0.434055,1.921157,0.053186,0.084102
3.4400,-0.468870,1.881148,-0.527252,-0.447445,1.875624,0.021425,-0.005523
3.4500,-0.450058,1.923596,-0.539522,-0.460832,1.832569,-0.010773,-0.091027
3.4600,-0.430822,1.964348,-0.245521,-0.385380,2.022944,0.045442,0.058597
3.4700,-0.411179,2.003352,-0.525293,-0.411591,1.937129,-0.000412,-0.066222
3.4800,-0.391145,2.040558,-0.353221,-0.380911,2.003811,0.010235,-0.036747
3.4900,-0.370740,2.075918,-0.443253,-0.384761,1.976269,-0.014021,-0.099649
3.5000,-0.349981,2.109384,-0.245819,-0.330440,2.100787,0.019540,-0.008597
3.5100,-0.328887,2.140911,-0.390318,-0.332886,2.069702,-0.003999,-0.071209
3.5200,-0.307478,2.170455,-0.379642,-0.331746,2.049000,-0.024269,-0.121455
3.5300,-0.285773,2.197975,-0.231541,-0.288144,2.138784,-0.002371,-0.059192
3.5400,-0.263793,2.223432,-0.479635,-0.328476,2.004702,-0.064683,-0.218730
3.5500,-0.241559,2.246787,-0.291039,-0.303387,2.047400,-0.061828,-0.199388
3.5600,-0.219091,2.268008,-0.225839,-0.266366,2.117497,-0.047275,-0.150511
3.5700,-0.196411,2.287061,-0.299782,-0.261018,2.100247,-0.064607,-0.186814
3.5800,-0.173541,2.303918,-0.209742,-0.231239,2.146167,-0.057698,-0.157751
3.5900,-0.150501,2.318553,-0.090882,-0.175309,2.255636,-0.024808,-0.062917
3.6000,-0.127316,2.330943,-0.131783,-0.146674,2.286201,-0.019358,-0.044742
3.6100,-0.104006,2.341068,-0.136583,-0.127514,2.288688,-0.023508,-0.052380
3.6200,-0.080596,2.348912,-0.172066,-0.124177,2.248395,-0.043581,-0.100517
3.6300,-0.057107,2.354461,-0.158289,-0.118099,2.215947,-0.060992,-0.138514
3.6400,-0.033562,2.357706,-0.107113,-0.099178,2.216929,-0.065616,-0.140776
3.6500,-0.009985,2.358640,0.028191,-0.046515,2.303117,-0.036530,-0.055523
3.6600,0.013602,2.357261,0.064822,0.002113,2.371416,-0.011489,0.014155
3.6700,0.037174,2.353569,0.072339,0.039309,2.403616,0.002135,0.050047
3.6800,0.060710,2.347570,-0.066850,0.025607,2.300011,-0.035103,-0.047558
3.6900,0.084185,2.339270,0.238523,0.103655,2.437192,0.019470,0.097922
3.7000,0.107578,2.328682,0.300357,0.177978,2.553467,0.070400,0.224785
3.7100,0.130865,2.315820,0.284022,0.226849,2.593772,0.095984,0.277952
3.7200,0.154023,2.300703,0.168008,0.228213,2.505657,0.074189,0.204954
3.7300,0.177030,2.283352,-0.001920,0.179299,2.289861,0.002268,0.006508
3.7400,0.199864,2.263793,0.279776,0.224685,2.328174,0.024821,0.064381
3.7500,0.222502,2.242053,0.291511,0.260589,2.336609,0.038088,0.094556
3.7600,0.244922,2.218163,0.234836,0.269717,2.272183,0.024794,0.054020
3.7700,0.267104,2.192157,0.214767,0.269922,2.185534,0.002819,-0.006623
3.7800,0.289025,2.164073,0.261764,0.283077,2.134679,-0.005948,-0.029394
3.7900,0.310666,2.133948,0.437868,0.343109,2.205261,0.032443,0.071313
3.8000,0.332006,2.101826,0.504507,0.405558,2.274677,0.073553,0.172851
3.8100,0.353024,2.067749,0.514180,0.453201,2.298250,0.100177,0.230501
3.8200,0.373701,2.031765,0.469125,0.474137,2.247686,0.100436,0.215921
3.8300,0.394019,1.993920,0.346102,0.452974,2.087206,0.058955,0.093286
3.8400,0.413958,1.954266,0.369039,0.443456,1.963142,0.029498,0.008876
3.8500,0.433501,1.912852,0.173019,0.378975,1.700248,-0.054526,-0.212604
3.8600,0.452629,1.869732,0.583087,0.450236,1.803348,-0.002393,-0.066384
3.8700,0.471327,1.824960,0.500386,0.477583,1.783082,0.006256,-0.041878
3.8800,0.489576,1.778591,0.623585,0.532582,1.832960,0.043006,0.054369
3.8900,0.507362,1.730681,0.357321,0.494771,1.635010,-0.012591,-0.095671
3.9000,0.524669,1.681286,0.514634,0.512140,1.589450,-0.012529,-0.091836
3.9100,0.541482,1.630464,0.506707,0.521849,1.523656,-0.019633,-0.106808
3.9200,0.557787,1.578272,0.669031,0.575353,1.573071,0.017567,-0.005201
3.9300,0.573569,1.524768,0.512706,0.568352,1.458749,-0.005218,-0.066020
3.9400,0.588817,1.470011,0.653406,0.603378,1.457900,0.014561,-0.012111
3.9500,0.603517,1.414059,0.593579,0.610886,1.382282,0.007369,-0.031776
3.9600,0.617658,1.356969,0.736259,0.657066,1.409334,0.039409,0.052365
3.9700,0.631227,1.298799,0.761814,0.697457,1.416932,0.066230,0.118133
3.9800,0.644215,1.239608,0.696476,0.707231,1.340971,0.063016,0.101362
3.9900,0.656611,1.179453,0.630927,0.694613,1.207480,0.038001,0.028027
4.0000,0.668406,1.118389,0.761458,0.722579,1.185274,0.054173,0.066884
4.0100,0.679590,1.056475,0.766291,0.743676,1.143548,0.064086,0.087073
4.0200,0.690155,0.993765,0.648869,0.724283,0.994757,0.034128,0.000992
4.0300,0.700092,0.930315,0.572883,0.687409,0.805350,-0.012683,-0.124965
4.0400,0.709395,0.866180,0.664535,0.686488,0.718650,-0.022908,-0.147530
4.0500,0.718057,0.801414,0.644280,0.679340,0.618003,-0.038717,-0.183411
4.0600,0.726071,0.736071,0.543982,0.644446,0.447622,-0.081625,-0.288449
4.0700,0.733432,0.670202,0.821191,0.698914,0.519726,-0.034518,-0.150476
4.0800,0.740134,0.603862,0.750397,0.717542,0.491427,-0.022592,-0.112434
4.0900,0.746173,0.537101,0.722291,0.722409,0.426305,-0.023764,-0.110795
4.1000,0.751544,0.469970,0.678222,0.712612,0.323993,-0.038931,-0.145977
4.1100,0.756243,0.402520,0.666100,0.701415,0.221508,-0.054829,-0.181012
4.1200,0.760269,0.334802,0.733285,0.712236,0.180643,-0.048033,-0.154159
4.1300,0.763617,0.266865,0.686427,0.706028,0.095248,-0.057588,-0.171617
4.1400,0.766285,0.198758,0.696610,0.703971,0.023579,-0.062314,-0.175179
4.1500,0.768273,0.130531,0.706251,0.704800,-0.038378,-0.063473,-0.168909
4.1600,0.769578,0.062231,0.708888,0.705714,-0.098480,-0.063864,-0.160711
4.1700,0.770200,-0.006092,0.786170,0.728363,-0.099791,-0.041838,-0.093699
4.1800,0.770140,-0.074391,0.927689,0.785496,-0.011901,0.015357,0.062490
4.1900,0.769396,-0.142617,0.671046,0.752200,-0.168751,-0.017196,-0.026134
4.2000,0.767969,-0.210723,0.825735,0.772342,-0.178029,0.004372,0.032694
4.2100,0.765862,-0.278660,0.648035,0.735003,-0.340149,-0.030859,-0.061489
4.2200,0.763076,-0.346380,0.902521,0.781206,-0.274724,0.018130,0.071656
4.2300,0.759612,-0.413835,0.881940,0.808491,-0.264242,0.048879,0.149593
4.2400,0.755473,-0.480977,0.907286,0.835288,-0.257135,0.079815,0.223842
4.2500,0.750664,-0.547757,0.637696,0.776115,-0.479363,0.025451,0.068394
4.2600,0.745186,-0.614125,0.752217,0.765776,-0.562268,0.020590,0.051857
4.2700,0.739045,-0.680034,0.785600,0.767540,-0.610174,0.028495,0.069860
4.2800,0.732245,-0.745432,0.586635,0.710700,-0.811763,-0.021544,-0.066331
4.2900,0.724790,-0.810271,0.729266,0.710328,-0.854507,-0.014463,-0.044236
4.3000,0.716688,-0.874499,0.648903,0.686435,-0.958092,-0.030253,-0.083594
4.3100,0.707943,-0.938065,0.634391,0.664530,-1.051771,-0.043413,-0.113706
4.3200,0.698562,-1.000919,0.718372,0.672690,-1.062072,-0.025872,-0.061153
4.3300,0.688553,-1.063007,0.820132,0.707939,-1.001529,0.019386,0.061478
4.3400,0.677923,-1.124279,0.762199,0.716575,-1.015270,0.038652,0.109009
4.3500,0.666680,-1.184681,0.887664,0.759014,-0.940349,0.092334,0.244332
4.3600,0.654833,-1.244159,0.561699,0.695084,-1.150488,0.040251,0.093672
4.3700,0.642391,-1.302661,0.609223,0.662002,-1.268948,0.019611,0.033713
4.3800,0.629365,-1.360131,0.576149,0.628082,-1.383803,-0.001283,-0.023672
4.3900,0.615764,-1.416516,0.604132,0.611310,-1.447768,-0.004454,-0.031252
4.4000,0.601598,-1.471760,0.590004,0.594851,-1.507821,-0.006747,-0.036061
4.4100,0.586881,-1.525809,0.562703,0.574820,-1.574266,-0.012061,-0.048457
4.4200,0.571623,-1.578608,0.620916,0.577018,-1.579059,0.005396,-0.000451
4.4300,0.555837,-1.630101,0.540062,0.555088,-1.647060,-0.000749,-0.016959
4.4400,0.539536,-1.680234,0.550988,0.542206,-1.687732,0.002670,-0.007499
4.4500,0.522733,-1.728951,0.525056,0.525249,-1.736873,0.002516,-0.007922
4.4600,0.505444,-1.776198,0.458933,0.493682,-1.821389,-0.011762,-0.045190
4.4700,0.487682,-1.821922,0.433671,0.463345,-1.897672,-0.024337,-0.075750
4.4800,0.469463,-1.866068,0.345398,0.415662,-2.014406,-0.053800,-0.148339
4.4900,0.450802,-1.908583,0.584040,0.450195,-1.909732,-0.000607,-0.001149
4.5000,0.431716,-1.949415,0.424979,0.429323,-1.955125,-0.002393,-0.005710
4.5100,0.412222,-1.988514,0.271252,0.369601,-2.098426,-0.042620,-0.109913
4.5200,0.392337,-2.025828,0.358915,0.351603,-2.124011,-0.040733,-0.098183
4.5300,0.372078,-2.061311,0.377187,0.343941,-2.120444,-0.028138,-0.059133
4.5400,0.351465,-2.094914,0.312060,0.319641,-2.159429,-0.031825,-0.064515
4.5500,0.330516,-2.126593,0.380403,0.321926,-2.126217,-0.008591,0.000375
4.5600,0.309250,-2.156302,0.228384,0.279707,-2.209412,-0.029543,-0.053110
4.5700,0.287687,-2.184002,0.400161,0.298942,-2.127298,0.011254,0.056705
4.5800,0.265847,-2.209653,0.163034,0.244434,-2.240076,-0.021413,-0.030423
4.5900,0.243751,-2.233217,0.177908,0.209241,-2.294666,-0.034510,-0.061449
4.6000,0.221419,-2.254659,0.194148,0.188571,-2.306862,-0.032847,-0.052203
4.6100,0.198872,-2.273949,0.187154,0.171779,-2.306726,-0.027093,-0.032778
4.6200,0.176132,-2.291056,0.205821,0.165267,-2.278428,-0.010865,0.012628
4.6300,0.153222,-2.305954,0.060112,0.118605,-2.353944,-0.034617,-0.047990
4.6400,0.130162,-2.318621,0.133021,0.106068,-2.334799,-0.024095,-0.016179
4.6500,0.106976,-2.329035,0.180382,0.111029,-2.269796,0.004053,0.059239
4.6600,0.083686,-2.337180,0.060261,0.080195,-2.299390,-0.003491,0.037790
4.6700,0.060314,-2.343043,0.122940,0.076256,-2.255791,0.015942,0.087252
4.6800,0.036884,-2.346613,-0.037055,0.027393,-2.328865,-0.009491,0.017748
4.6900,0.013417,-2.347884,-0.066147,-0.016259,-2.381745,-0.029676,-0.033861
4.7000,-0.010061,-2.346852,0.064241,-0.009840,-2.299783,0.000222,0.047069
4.7100,-0.033530,-2.343518,-0.059871,-0.040673,-2.316727,-0.007143,0.026791
4.7200,-0.056965,-2.337886,-0.149590,-0.088695,-2.374526,-0.031730,-0.036640
4.7300,-0.080344,-2.329963,0.011441,-0.076533,-2.270839,0.003811,0.059124
4.7400,-0.103644,-2.319760,-0.123307,-0.106217,-2.279062,-0.002573,0.040698
4.7500,-0.126841,-2.307291,-0.091026,-0.117998,-2.237978,0.008843,0.069313
4.7600,-0.149914,-2.292574,-0.155222,-0.144681,-2.235294,0.005233,0.057280
4.7700,-0.172840,-2.275630,-0.078281,-0.141308,-2.152515,0.031532,0.123115
4.7800,-0.195596,-2.256483,-0.151846,-0.159648,-2.128325,0.035948,0.128158
4.7900,-0.218161,-2.235160,-0.273303,-0.207707,-2.179735,0.010454,0.055425
4.8000,-0.240513,-2.211693,-0.213313,-0.224811,-2.145203,0.015702,0.066490
4.8100,-0.262629,-2.186114,-0.387313,-0.287149,-2.226842,-0.024520,-0.040728
4.8200,-0.284491,-2.158459,-0.231871,-0.286939,-2.138702,-0.002448,0.019757
4.8300,-0.306075,-2.128767,-0.435900,-0.345308,-2.204481,-0.039233,-0.075714
4.8400,-0.327363,-2.097079,-0.394610,-0.375254,-2.189533,-0.047892,-0.092454
4.8500,-0.348334,-2.063438,-0.513165,-0.430783,-2.238560,-0.082450,-0.175122
4.8600,-0.368968,-2.027890,-0.336062,-0.419217,-2.107252,-0.050249,-0.079362
4.8700,-0.389247,-1.990482,-0.335524,-0.409914,-1.986331,-0.020667,0.004151
4.8800,-0.409152,-1.951263,-0.508029,-0.452467,-2.004194,-0.043315,-0.052931
4.8900,-0.428664,-1.910285,-0.386610,-0.447601,-1.894545,-0.018937,0.015740
4.9000,-0.447767,-1.867599,-0.496415,-0.475208,-1.872721,-0.027441,-0.005122
4.9100,-0.466443,-1.823258,-0.436161,-0.477182,-1.782358,-0.010738,0.040900
4.9200,-0.484676,-1.777318,-0.458954,-0.484551,-1.708295,0.000125,0.069023
4.9300,-0.502449,-1.729834,-0.452355,-0.487343,-1.623660,0.015106,0.106174
4.9400,-0.519747,-1.680862,-0.482406,-0.497439,-1.560097,0.022309,0.120765
4.9500,-0.536556,-1.630458,-0.638653,-0.549470,-1.606694,-0.012914,0.023765
4.9600,-0.552861,-1.578681,-0.587383,-0.571872,-1.570388,-0.019012,0.008293
4.9700,-0.568647,-1.525588,-0.667939,-0.610884,-1.576603,-0.042237,-0.051014
4.9800,-0.583903,-1.471236,-0.555220,-0.605932,-1.464576,-0.022029,0.006661
4.9900,-0.598616,-1.415684,-0.557368,-0.602243,-1.359254,-0.003627,0.056430
